#  step      rmse_trn    rmse_e_trn    rmse_f_trn    rmse_v_trn         lr
 504000      5.61e-01      1.37e-02      3.83e-02      2.33e-02    1.8e-04
 506000      1.18e+00      2.29e-02      8.36e-02      4.08e-02    1.8e-04
 508000      1.14e+00      4.12e-02      8.30e-02      2.23e-02    1.8e-04
 510000      1.46e+00      4.13e-03      9.75e-02      5.29e-02    1.7e-04
 512000      5.89e-01      1.86e-02      4.05e-02      2.48e-02    1.7e-04
 514000      2.31e+00      4.79e-03      1.72e-01      3.50e-02    1.7e-04
 516000      1.16e+00      3.53e-02      7.94e-02      7.75e-02    1.7e-04
 518000      3.35e-01      3.07e-02      2.05e-02      1.31e-02    1.7e-04
 520000      1.28e+00      5.29e-02      8.96e-02      5.08e-02    1.7e-04
 522000      1.91e+00      1.63e-02      1.45e-01      3.60e-02    1.7e-04
 524000      1.13e+00      1.80e-02      8.65e-02      1.02e-02    1.7e-04
 526000      6.70e-01      5.45e-02      3.74e-02      4.14e-02    1.7e-04
 528000      2.27e+00      2.11e-02      1.74e-01      6.68e-02    1.6e-04
 530000      1.64e+00      4.36e-02      1.25e-01      4.89e-02    1.6e-04
 532000      1.62e+00      8.47e-04      4.42e-02      2.42e-01    1.6e-04
 534000      1.71e+00      2.72e-03      1.32e-01      3.12e-02    1.6e-04
 536000      9.27e-01      5.70e-02      6.92e-02      3.38e-02    1.6e-04
 538000      1.55e+00      5.83e-02      1.07e-01      1.21e-01    1.6e-04
 540000      1.35e+00      8.62e-03      1.01e-01      3.75e-02    1.6e-04
 542000      1.31e+00      7.38e-03      5.64e-02      1.77e-01    1.6e-04
 544000      1.33e+00      5.02e-02      7.37e-02      1.52e-01    1.6e-04
 546000      1.83e+00      4.06e-02      1.44e-01      3.20e-02    1.5e-04
 548000      2.07e+00      2.31e-02      1.49e-01      1.47e-01    1.5e-04
 550000      1.72e+00      5.80e-03      1.13e-01      1.61e-01    1.5e-04
 552000      1.93e+00      4.52e-02      1.48e-01      6.47e-02    1.5e-04
 554000      2.11e+00      1.62e-02      1.66e-01      8.99e-02    1.5e-04
 556000      1.18e+00      1.29e-02      8.26e-02      4.96e-02    1.5e-04
 558000      1.03e+00      3.05e-02      7.19e-02      8.57e-02    1.5e-04
 560000      1.80e+00      3.27e-02      1.26e-01      1.55e-01    1.5e-04
 562000      1.90e+00      2.30e-03      1.56e-01      2.02e-02    1.5e-04
 564000      1.97e+00      2.95e-02      1.61e-01      3.75e-02    1.5e-04
 566000      1.86e+00      1.55e-02      1.51e-01      4.36e-02    1.4e-04
 568000      1.55e+00      3.95e-02      6.34e-02      2.22e-01    1.4e-04
 570000      2.30e+00      8.84e-02      1.60e-01      2.06e-01    1.4e-04
 572000      1.59e+00      1.58e-02      1.32e-01      1.84e-02    1.4e-04
 574000      1.41e+00      7.44e-03      9.20e-02      1.48e-01    1.4e-04
 576000      1.43e+00      1.28e-02      1.15e-01      5.09e-02    1.4e-04
 578000      6.10e-01      3.70e-02      4.04e-02      3.84e-02    1.4e-04
 580000      1.14e+00      1.65e-02      9.63e-02      8.87e-03    1.4e-04
 582000      1.57e+00      6.30e-03      9.94e-02      1.77e-01    1.4e-04
 584000      1.66e+00      2.90e-03      1.35e-01      5.94e-02    1.4e-04
 586000      5.73e-01      5.70e-03      3.60e-02      4.55e-02    1.3e-04
 588000      2.46e-01      4.15e-03      1.37e-02      2.22e-02    1.3e-04
 590000      1.98e+00      5.79e-03      1.55e-01      1.39e-01    1.3e-04
 592000      1.21e+00      1.94e-02      9.74e-02      3.61e-02    1.3e-04
 594000      1.23e+00      1.58e-02      1.06e-01      2.05e-02    1.3e-04
 596000      8.37e-01      1.47e-03      7.25e-02      1.26e-02    1.3e-04
 598000      6.14e-01      2.90e-02      4.98e-02      6.57e-03    1.3e-04
 600000      1.81e+00      8.65e-03      1.57e-01      3.91e-02    1.3e-04
 602000      1.70e+00      1.90e-02      1.48e-01      3.47e-02    1.3e-04
 604000      1.95e+00      4.61e-02      1.11e-01      1.24e-01    1.3e-04
 606000      1.70e+00      5.25e-02      1.18e-01      1.24e-01    1.3e-04
 608000      7.41e-01      3.09e-02      5.85e-02      3.67e-02    1.3e-04
 610000      1.23e+00      1.52e-02      1.09e-01      1.91e-02    1.2e-04
 612000      2.62e+00      7.15e-02      2.12e-01      8.64e-02    1.2e-04
 614000      1.26e+00      8.79e-03      1.12e-01      4.03e-02    1.2e-04
 616000      1.05e+00      2.91e-03      7.94e-02      5.02e-02    1.2e-04
 618000      1.29e+00      5.83e-02      1.13e-01      4.52e-02    1.2e-04
 620000      7.47e-01      3.40e-03      5.95e-02      3.10e-02    1.2e-04
 622000      1.02e+00      2.44e-02      9.25e-02      1.27e-02    1.2e-04
 624000      9.54e-01      7.77e-03      8.15e-02      4.26e-02    1.2e-04
